gene_symbol	ensembl_id	chrom	tss	strand	biotype	start	end
GATA4	ENSG00000136574	chr8	11676785	+	protein_coding	11676785	11760002
ZNF705D	ENSG00000215343	chr8	12089338	+	protein_coding	12089338	12115516
EGR3	ENSG00000179388	chr8	22693480	-	protein_coding	22687659	22693480
NKX3-1	ENSG00000167034	chr8	23682938	-	protein_coding	23678697	23682938
NKX2-6	ENSG00000180053	chr8	23706756	-	protein_coding	23701740	23706756
EBF2	ENSG00000221818	chr8	26045413	-	protein_coding	25841725	26045413
ZNF395	ENSG00000186918	chr8	28402701	-	protein_coding	28345590	28402701
HMBOX1	ENSG00000147421	chr8	28890292	+	protein_coding	28890292	29064764
PURG	ENSG00000172733	chr8	31033715	-	protein_coding	30995802	31033715
ZNF703	ENSG00000183779	chr8	37695782	+	protein_coding	37695782	37700019
BRF2	ENSG00000104221	chr8	37849861	-	protein_coding	37843268	37849861
ZMAT4	ENSG00000165061	chr8	40897833	-	protein_coding	40530590	40897833
NKX6-3	ENSG00000165066	chr8	41650817	-	protein_coding	41645177	41650817
THAP1	ENSG00000131931	chr8	42843338	-	protein_coding	42836674	42843338
CEBPD	ENSG00000221869	chr8	47738164	-	protein_coding	47736913	47738164
SNAI2	ENSG00000019549	chr8	48921740	-	protein_coding	48917598	48921740
ST18	ENSG00000147488	chr8	52460983	-	protein_coding	52110838	52460983
SOX17	ENSG00000164736	chr8	54457935	+	protein_coding	54457935	54460892
PLAG1	ENSG00000181690	chr8	56211333	-	protein_coding	56160909	56211333
BHLHE22	ENSG00000180828	chr8	64580365	+	protein_coding	64580365	64583627
MYBL1	ENSG00000185697	chr8	66614247	-	protein_coding	66562175	66614247
TCF24	ENSG00000261787	chr8	66962591	-	protein_coding	66946491	66962591
PRDM14	ENSG00000147596	chr8	70072782	-	protein_coding	70049063	70072782
NCOA2	ENSG00000140396	chr8	70404191	-	protein_coding	70109772	70404191
MSC	ENSG00000178860	chr8	71844496	-	protein_coding	71841552	71844496
TERF1	ENSG00000147601	chr8	73008833	+	protein_coding	73008833	73048123
HNF4G	ENSG00000164749	chr8	75407914	+	protein_coding	75407914	75566834
ZFHX4	ENSG00000091656	chr8	76681239	+	protein_coding	76681239	76867281
HEY1	ENSG00000164683	chr8	79767857	-	protein_coding	79762371	79767857
ZBTB10	ENSG00000205189	chr8	80485596	+	protein_coding	80485596	80526265
ZNF704	ENSG00000164684	chr8	80874781	-	protein_coding	80628451	80874781
E2F5	ENSG00000133740	chr8	85177154	+	protein_coding	85177154	85217158
MTERF3	ENSG00000156469	chr8	96261618	-	protein_coding	96238169	96261618
OSR2	ENSG00000164920	chr8	98940116	+	protein_coding	98940116	98952336
ZNF706	ENSG00000120963	chr8	101207085	-	protein_coding	101177720	101207085
GRHL2	ENSG00000083307	chr8	101492439	+	protein_coding	101492439	101669726
KLF10	ENSG00000155090	chr8	102655728	-	protein_coding	102648783	102655728
ZFPM2	ENSG00000169946	chr8	104590733	+	protein_coding	104590733	105804539
TRPS1	ENSG00000104447	chr8	115809673	-	protein_coding	115408496	115809673
ZHX2	ENSG00000178764	chr8	122781311	+	protein_coding	122781311	122974514
ZHX1	ENSG00000165156	chr8	123275541	-	protein_coding	123248451	123275541
ZNF572	ENSG00000180938	chr8	124973265	+	protein_coding	124973265	124979389
POU5F1B	ENSG00000212993	chr8	127322183	+	protein_coding	127322183	127420066
MYC	ENSG00000136997	chr8	127735434	+	protein_coding	127735434	127742951
ZFAT	ENSG00000066827	chr8	134713127	-	protein_coding	134477788	134713127
JRK	ENSG00000234616	chr8	142681968	-	protein_coding	142657460	142681968
ZFP41	ENSG00000181638	chr8	143246821	+	protein_coding	143246821	143262705
GLI4	ENSG00000250571	chr8	143263193	+	protein_coding	143263193	143276937
ZNF696	ENSG00000185730	chr8	143289676	+	protein_coding	143289676	143299952
MAFA	ENSG00000182759	chr8	143430732	-	protein_coding	143419182	143430732
TIGD5	ENSG00000179886	chr8	143597831	+	protein_coding	143597831	143603224
ZNF623	ENSG00000183309	chr8	143635518	+	protein_coding	143635518	143656418
ZNF707	ENSG00000181135	chr8	143684452	+	protein_coding	143684452	143713898
SCX	ENSG00000260428	chr8	144266453	+	protein_coding	144266453	144268481
HSF1	ENSG00000185122	chr8	144291529	+	protein_coding	144291529	144314727
SCRT1	ENSG00000261678	chr8	144336482	-	protein_coding	144330565	144336482
FOXH1	ENSG00000160973	chr8	144475873	-	protein_coding	144473412	144475873
ZNF251	ENSG00000198169	chr8	144756417	-	protein_coding	144720515	144756417
ZNF34	ENSG00000196378	chr8	144788684	-	protein_coding	144772224	144788684
ZNF517	ENSG00000197363	chr8	144798866	+	protein_coding	144798866	144811169
ZNF7	ENSG00000147789	chr8	144826894	+	protein_coding	144826894	144847509
ZNF250	ENSG00000196150	chr8	144902217	-	protein_coding	144876497	144902217
ZNF16	ENSG00000170631	chr8	144950888	-	protein_coding	144930358	144950888
FOXD4	ENSG00000170122	chr9	118417	-	protein_coding	116231	118417
DMRT1	ENSG00000137090	chr9	841690	+	protein_coding	841690	969090
DMRT3	ENSG00000064218	chr9	976373	+	protein_coding	976373	991746
DMRT2	ENSG00000173253	chr9	1049000	+	protein_coding	1049000	1057563
RFX3	ENSG00000080298	chr9	3526022	-	protein_coding	3218297	3526022
GLIS3	ENSG00000107249	chr9	4348392	-	protein_coding	3824127	4348392
NFIB	ENSG00000147862	chr9	14398983	-	protein_coding	14081843	14398983
BNC2	ENSG00000173068	chr9	16870902	-	protein_coding	16409503	16870902
DMRTA1	ENSG00000176399	chr9	22446824	+	protein_coding	22446824	22455740
TOPORS	ENSG00000197579	chr9	32552603	-	protein_coding	32540544	32552603
NFX1	ENSG00000086102	chr9	33290428	+	protein_coding	33290428	33371872
ARID3C	ENSG00000205143	chr9	34629066	-	protein_coding	34621049	34629066
CREB3	ENSG00000107175	chr9	35732296	+	protein_coding	35732296	35738886
PAX5	ENSG00000196092	chr9	37034268	-	protein_coding	36833269	37034268
ZBTB5	ENSG00000168795	chr9	37468850	-	protein_coding	37437687	37468850
FOXD4L6	ENSG00000273514	chr9	41128681	-	protein_coding	41126435	41128681
FOXD4L5	ENSG00000204779	chr9	65285209	-	protein_coding	65282101	65285209
FOXD4L4	ENSG00000184659	chr9	65737146	+	protein_coding	65737146	65738396
ZNF658	ENSG00000274349	chr9	66856426	+	protein_coding	66856426	66932141
FOXD4L3	ENSG00000187559	chr9	68302867	+	protein_coding	68302867	68305084
KLF9	ENSG00000119138	chr9	70414657	-	protein_coding	70384604	70414657
RORB	ENSG00000198963	chr9	74497335	+	protein_coding	74497335	74693177
FOXB2	ENSG00000204612	chr9	77018706	+	protein_coding	77018706	77022372
NFIL3	ENSG00000165030	chr9	91425066	-	protein_coding	91408748	91425066
ZNF484	ENSG00000127081	chr9	92878038	-	protein_coding	92843171	92878038
BARX1	ENSG00000131668	chr9	93955355	-	protein_coding	93951627	93955355
ZNF169	ENSG00000175787	chr9	94259298	+	protein_coding	94259298	94303967
ZNF367	ENSG00000165244	chr9	96418370	-	protein_coding	96385941	96418370
ZNF510	ENSG00000081386	chr9	96778129	-	protein_coding	96754553	96778129
ZNF782	ENSG00000196597	chr9	96875623	-	protein_coding	96815490	96875623
XPA	ENSG00000136936	chr9	97697340	-	protein_coding	97674909	97697340
FOXE1	ENSG00000178919	chr9	97853226	+	protein_coding	97853226	97856717
NR4A3	ENSG00000119508	chr9	99821855	+	protein_coding	99821855	99866891
MSANTD3	ENSG00000066697	chr9	100426693	+	protein_coding	100426693	100451734
ZNF189	ENSG00000136870	chr9	101398851	+	protein_coding	101398851	101410660
TAL2	ENSG00000186051	chr9	105662457	+	protein_coding	105662457	105663124
ZNF462	ENSG00000148143	chr9	106862286	+	protein_coding	106862286	107013634
KLF4	ENSG00000136826	chr9	107490482	-	protein_coding	107484852	107490482
ZNF483	ENSG00000173258	chr9	111525054	+	protein_coding	111525054	111577844
ZNF883	ENSG00000228623	chr9	113012242	-	protein_coding	112988129	113012242
ZFP37	ENSG00000136866	chr9	113056759	-	protein_coding	113038377	113056759
ZNF618	ENSG00000157657	chr9	113876052	+	protein_coding	113876052	114056593
AKNA	ENSG00000106948	chr9	114394405	-	protein_coding	114334156	114394405
PHF19	ENSG00000119403	chr9	120894896	-	protein_coding	120855651	120894896
LHX6	ENSG00000106852	chr9	122229626	-	protein_coding	122202577	122229626
ZBTB6	ENSG00000186130	chr9	122913323	-	protein_coding	122908053	122913323
ZBTB26	ENSG00000171448	chr9	122931565	-	protein_coding	122915566	122931565
LHX2	ENSG00000106689	chr9	124001670	+	protein_coding	124001670	124033301
NR5A1	ENSG00000136931	chr9	124507444	-	protein_coding	124481231	124507444
NR6A1	ENSG00000148200	chr9	124771311	-	protein_coding	124517275	124771311
PBX3	ENSG00000167081	chr9	125746737	+	protein_coding	125746737	125967377
LMX1B	ENSG00000136944	chr9	126613928	+	protein_coding	126613928	126701032
ZBTB43	ENSG00000169155	chr9	126804988	+	protein_coding	126804988	126838210
ZBTB34	ENSG00000177125	chr9	126860632	+	protein_coding	126860632	126885878
ZNF79	ENSG00000196152	chr9	127424374	+	protein_coding	127424374	127449728
NAIF1	ENSG00000171169	chr9	128068206	-	protein_coding	128061233	128068206
PRRX2	ENSG00000167157	chr9	129665630	+	protein_coding	129665630	129722674
PRDM12	ENSG00000130711	chr9	130664594	+	protein_coding	130664594	130682986
TTF1	ENSG00000125482	chr9	132406851	-	protein_coding	132375548	132406851
BARHL1	ENSG00000125492	chr9	132582606	+	protein_coding	132582606	132590252
GFI1B	ENSG00000165702	chr9	132944000	+	protein_coding	132944000	132991687
REXO4	ENSG00000148300	chr9	133418096	-	protein_coding	133406059	133418096
RXRA	ENSG00000186350	chr9	134317098	+	protein_coding	134317098	134440585
SOHLH1	ENSG00000165643	chr9	135704498	-	protein_coding	135693407	135704498
NACC2	ENSG00000148411	chr9	136095289	-	protein_coding	136006537	136095289
LHX3	ENSG00000107187	chr9	136205128	-	protein_coding	136196250	136205128
SNAPC4	ENSG00000165684	chr9	136400176	-	protein_coding	136375567	136400176
YY2	ENSG00000230797	chrX	21855987	+	protein_coding	21855987	21858740
ZFX	ENSG00000005889	chrX	24148976	+	protein_coding	24148976	24216255
ARX	ENSG00000004848	chrX	25016420	-	protein_coding	25003694	25016420
NR0B1	ENSG00000169297	chrX	30309390	-	protein_coding	30304206	30309390
ZNF674	ENSG00000251192	chrX	46545457	-	protein_coding	46497725	46545457
ZNF157	ENSG00000147117	chrX	47370578	+	protein_coding	47370578	47414498
ZNF41	ENSG00000147124	chrX	47483247	-	protein_coding	47444693	47483247
ELK1	ENSG00000126767	chrX	47650604	-	protein_coding	47631621	47650604
ZNF81	ENSG00000197779	chrX	47836471	+	protein_coding	47836471	48002561
ZNF182	ENSG00000147118	chrX	48004375	-	protein_coding	47974851	48004375
ZNF630	ENSG00000221994	chrX	48071893	-	protein_coding	47983356	48071893
GATA1	ENSG00000102145	chrX	48786540	+	protein_coding	48786540	48794311
TFE3	ENSG00000068323	chrX	49043476	-	protein_coding	49028726	49043476
FOXP3	ENSG00000049768	chrX	49264800	-	protein_coding	49250436	49264800
FOXR2	ENSG00000189299	chrX	55623400	+	protein_coding	55623400	55626192
KLF8	ENSG00000102349	chrX	56232356	+	protein_coding	56232356	56291531
ZXDB	ENSG00000198455	chrX	57592011	+	protein_coding	57592011	57597477
ZXDA	ENSG00000198205	chrX	57910458	-	protein_coding	57905430	57910458
AR	ENSG00000169083	chrX	67543353	+	protein_coding	67543353	67730619
FOXO4	ENSG00000184481	chrX	71095851	+	protein_coding	71095851	71103535
CDX4	ENSG00000131264	chrX	73447053	+	protein_coding	73447053	73455171
TBX22	ENSG00000122145	chrX	80014753	+	protein_coding	80014753	80031908
POU3F4	ENSG00000196767	chrX	83508290	+	protein_coding	83508290	83512127
HDX	ENSG00000165259	chrX	84502496	-	protein_coding	84317874	84502496
ZNF711	ENSG00000147180	chrX	85243839	+	protein_coding	85243839	85273422
DACH2	ENSG00000126733	chrX	86148451	+	protein_coding	86148451	86832604
CPXCR1	ENSG00000147183	chrX	88747225	+	protein_coding	88747225	88754785
TGIF2LX	ENSG00000153779	chrX	89921908	+	protein_coding	89921908	89922883
ZMAT1	ENSG00000166432	chrX	101932090	-	protein_coding	101882288	101932090
ESX1	ENSG00000123576	chrX	104254933	-	protein_coding	104250038	104254933
NKRF	ENSG00000186416	chrX	119606443	-	protein_coding	119588337	119606443
RHOXF2B	ENSG00000203989	chrX	120077690	-	protein_coding	120072264	120077690
RHOXF2	ENSG00000131721	chrX	120158613	+	protein_coding	120158613	120165630
RHOXF1	ENSG00000101883	chrX	120245267	-	protein_coding	120109050	120245267
ZBTB33	ENSG00000177485	chrX	120250752	+	protein_coding	120250752	120259741
ELF4	ENSG00000102034	chrX	130110904	-	protein_coding	130063955	130110904
ZNF280C	ENSG00000056277	chrX	130268899	-	protein_coding	130202707	130268899
TFDP3	ENSG00000183434	chrX	133218354	-	protein_coding	133216662	133218354
ZNF75D	ENSG00000186376	chrX	135344113	-	protein_coding	135248590	135344113
ZNF449	ENSG00000173275	chrX	135344199	+	protein_coding	135344199	135363413
ZIC3	ENSG00000156925	chrX	137563314	+	protein_coding	137563314	137577691
SOX3	ENSG00000134595	chrX	140505069	-	protein_coding	140502985	140505069
HSFX2	ENSG00000268738	chrX	149595314	-	protein_coding	149592512	149595314
HSFX1	ENSG00000171116	chrX	149774068	+	protein_coding	149774068	149776867
ZNF275	ENSG00000063587	chrX	153334147	+	protein_coding	153334147	153360110
ZFP92	ENSG00000189420	chrX	153411434	+	protein_coding	153411434	153426481
MECP2	ENSG00000169057	chrX	154137103	-	protein_coding	154021573	154137103
SHOX	ENSG00000292354	chrY	624344	+	protein_coding	624344	659411
ZBED1	ENSG00000292345	chrY	2502862	-	protein_coding	2486414	2502862
SRY	ENSG00000184895	chrY	2787682	-	protein_coding	2786855	2787682
ZFY	ENSG00000067646	chrY	2935281	+	protein_coding	2935281	2982512
TGIF2LY	ENSG00000176679	chrY	3579067	+	protein_coding	3579067	3580041
HSFY1	ENSG00000172468	chrY	18546691	+	protein_coding	18546691	18588963
HSFY2	ENSG00000169953	chrY	18773735	-	protein_coding	18731440	18773735
